Date,Price,Returns
2014-10-01,124.66999816894533,
2014-10-02,124.16999816894533,-0.004010588011098104
2014-10-03,126.36000061035156,0.017637130335030893
2014-10-06,126.26000213623048,-0.0007913776008077189
2014-10-07,123.31999969482422,-0.023285303276282976
2014-10-08,124.9800033569336,0.013460944422780896
2014-10-09,122.76000213623048,-0.01776285134481037
2014-10-10,121.5,-0.010263946841840399
2014-10-13,120.4499969482422,-0.00864200042599006
2014-10-14,122.29000091552734,0.015276081476994996
2014-10-15,120.19000244140624,-0.017172282757375257
2014-10-16,120.29000091552734,0.0008320032622501916
2014-10-17,123.23999786376952,0.024524041281816844
2014-10-20,124.30999755859376,0.008682243698243441
2014-10-21,127.12000274658205,0.022604820554869454
2014-10-22,121.4499969482422,-0.044603568878480826
2014-10-23,122.02999877929688,0.004775643026996956
2014-10-24,122.23999786376952,0.0017208808208910575
2014-10-27,122.12000274658205,-0.0009816354653506831
2014-10-28,123.61000061035156,0.012201095891403613
2014-10-29,123.08000183105467,-0.004287669093761881
2014-10-30,123.81999969482422,0.006012332245374008
2014-10-31,124.91000366210938,0.008803133338488589
2014-11-03,126.02999877929688,0.008966416494688101
2014-11-04,125.83999633789062,-0.0015075969471283202
2014-11-05,124.22000122070312,-0.012873451719099593
2014-11-06,124.58000183105467,0.0028980889294303314
2014-11-07,124.4499969482422,-0.0010435453596218114
2014-11-10,124.63999938964844,0.0015267372122576006
2014-11-11,125.36000061035156,0.005776646535854635
2014-11-12,125.87000274658205,0.0040683003649282234
2014-11-13,128.52999877929688,0.021132882932165087
2014-11-14,128.86000061035156,0.0025675082407909944
2014-11-17,128.4199981689453,-0.0034145773655297473
2014-11-18,130.66000366210938,0.017442808948004984
2014-11-19,131.61000061035156,0.007270755561119557
2014-11-20,131.6999969482422,0.000683810785451433
2014-11-21,132.77999877929688,0.00820046967411181
2014-11-24,134.61000061035156,0.013782210030717446
2014-11-25,134.80999755859375,0.001485751038818428
2014-11-26,134.77999877929688,-0.00022252636926156644
2014-11-28,134.36000061035156,-0.0031161757883160224
2014-12-01,132.38999938964844,-0.014662110834728237
